colorname,desc2,description,fit,fitinfo,fulldescription,itemid,name,url,Classification
"['Ash', 'Glacier']",[],['These Darn Tough ankle socks provide all-day comfort and no-show style. In a naturally breathable merino-wool blend that wicks moisture and dries quickly.'],[],[],"['These Darn Tough ankle socks provide all-day comfort and no-show style. In a naturally breathable merino-wool blend that wicks moisture and dries quickly.', 'Why We Love Them', 'Living up to their name, Darn Tough socks are made to endure even the toughest conditions while keeping feet comfortable, warm, and ready to go that extra mile. Plus, each and every pair is made right here in the USA.', 'Fabric & Care', 'In a lightweight yet durable blend of 58% Merino wool, 40% nylon and 2% Lycra® spandex.', 'Merino wool naturally resists odor and breathes well.', 'Machine wash and dry.', 'Additional Features', 'No-show height is perfect for pairing with a pair of sneakers or ankle boots.', 'Undetectable seam construction for an ultra smooth, invisible feel.', 'Designed for no slipping, no bunching, and no blisters.', 'Made in Vermont.', 'Questions?', 'Chat with an Expert']",['309754'],Women's Darn Tough Stripe No-Show Socks,https://www.llbean.com/llb/shop/122420?page=women-s-darn-tough-stripe-no-show-socks&bc=511742&feat=511742-gn0&csp=a,Socks
"['Blue Pine Wave', 'Darkest Indigo Feathers', 'Deep Sapphire Patch', 'Feldspar Adventure', 'Kelp Green Shark']",[],"['Let your kids show their spirit for adventure with our fun trucker-style hat, ready to go from trailhead to bus stop and back.']",[],[],"['Let your kids show their spirit for adventure with our fun trucker-style hat, ready to go from trailhead to bus stop and back.', '\n\t\t\t\t', 'Fabric & Care', 'Polyester mesh shell; polyester twill front panel.', 'Machine wash, dry flat.', 'Additional Features', 'Interior polyester/spandex band wicks away moisture for lasting comfort.', 'Adjustable back strap.', 'Imported.', 'Questions?', 'Chat with an Expert']",['501102'],Kids' Trucker Hat,https://www.llbean.com/llb/shop/115908?page=kids-trucker-hat&bc=513661&feat=513661-gn1&csp=a,Headwear
"['Blue', 'Red']",[],"['Take your favorite hikes all winter long with these easy-to-use snowshoes. Best of all, this boxed set helps you save money and includes everything you need to get started: snowshoes, hiking poles and a tough snowshoe storage bag.']",[],[],"['Take your favorite hikes all winter long with these easy-to-use snowshoes. Best of all, this boxed set helps you save money and includes everything you need to get started: snowshoes, hiking poles and a tough snowshoe storage bag.', 'Specs', '22""', 'Capacity: 80 to 150 lb.', 'Weight: 4 lb. 2 oz. per pair.', '26""', 'Capacity: 120 to 200 lb.', 'Weight: 4 lb. 8 oz. per pair.', '30""', 'Capacity: 170 to 250 lb.', 'Weight: 5 lb 2 oz per pair.', 'Why We Love Them', ""You won't find snowshoes packed with features like this at better price. An\xa0innovative\xa0ratcheting binding\xa0lets you get them on in under a minute, even with gloves on. The high-density polyethylene deck is extra-durable for years of adventure.\xa0Hardened steel crampons bite into snow and ice for reliable traction.\xa0And\xa0we’ve tested them\xa0rigorously in our lab to ensure they’ll withstand\xa0tough use and\xa0harsh cold\xa0down to -20F."", '         .snowshoes-p7 {             font-family: Arial, Helvetica, sans-serif;             background-color: #efefef;                  }         .content-div {             width: 44%;             float: left;             margin: 20px 25px 0 20px;         }                  .snowshoes-p7 .img-div img {            margin: 20px 0;         }         .snowshoes-p7  p {             font-size: 14px;         }         .snowshoes-p7 h3 {             letter-spacing: 0.5px;             font-weight: bold;         }         .snowshoes-p7 a {             text-decoration: underline;         }         .snowshoes-p7 .buying-guide {                  font-size: 14px;         }              ', 'FIND WINTER ADVENTURE', 'Walk your favorite trails all winter long. We have the perfect snowshoes for every type of hiker.    ', 'SNOWSHOES BUYING GUIDE', 'HOW TO SNOWSHOE VIDEO', 'Construction', 'Aluminum crampons bite into ice and crusty snow for traction on slippery terrain.', 'Improved, easier to open and close ratching bindings provide better lateral control.', 'Strong 6000-grade anodized-aluminum frame.', 'Rugged decking material is abrasion and puncture resistant.', 'Additional Features', 'Set includes snowshoes, three-section hiking poles and a tough snowshoe bag.', 'For fitness walking and exploring on flat to rolling terrain.', 'Imported.', 'Questions?', 'Chat with an Expert', '     .snowshoes-j7 {         font-family: Arial, Helvetica, sans-serif;         background-color: #efefef;         padding: 10px;     }     .snowshoes-j7 h3 {         letter-spacing: 0.5px;         font-weight: bold;     }     .snowshoes-j7  p {         font-size: 14px;         margin-bottom: 10px;     }     .snowshoes-j7 a {         text-decoration: underline;         font-size: 11px;     }     .snowshoes-j7 img {        margin: 20px 5px 5px;     } ', 'FIND WINTER ADVENTURE', 'Walk your favorite trails all winter long. We have the perfect snowshoes for every type of hiker.', 'SNOWSHOES BUYING GUIDE', 'HOW TO SNOWSHOE VIDEO']",[],Men's Winter Walker Snowshoes Boxed Set,https://www.llbean.com/llb/shop/121581?page=men-s-winter-walker-snowshoes-boxed-set&bc=29-516714-509573&feat=509573-gn1&csp=f,Snowshoes
['Light Olive'],[],"['Field tested in a variety of situations, from spring creeks to tidal rips.']",[],[],"['Field tested in a variety of situations, from spring creeks to tidal rips.', 'Specs', 'Length: 30 yd.', 'Construction', 'Extruded nylon with high knot strength and abrasion resistance.', 'Imported.', 'Questions?', 'Chat with an Expert']",['236268'],"Umpqua Tippet Material, Pro Freshwater",https://www.llbean.com/llb/shop/46228?page=umpqua-tippet-material-pro-freshwater&bc=29-507923&feat=507923-gn0&csp=f&attrvalue_0=light%20olive,Fishing Tools
['Black'],[],"['Ideal for kayaking, paddle boarding and surfing, the O’Neill women’s 3/2 wetsuit covers your core in 3 mm neoprene for maximum warmth, while 2 mm thickness on your arms and legs ensures your range of motion is at its best.']",[],[],"['Ideal for kayaking, paddle boarding and surfing, the O’Neill women’s 3/2 wetsuit covers your core in 3 mm neoprene for maximum warmth, while 2 mm thickness on your arms and legs ensures your range of motion is at its best.', 'Specs', 'Thickness: 3mm and 2mm.', 'Construction', 'Neoprene.', 'Additional Features', 'FluidFlex Firewall insulation over chest wicks moisture and increases warmth.', 'Krypto knee pads resist abrasion and extend the life of the wet suit.', 'Seamless paddle zones allow unrestricted movement and prevent rashing.', 'Covert zipper construction uses offset teeth to keep water out.', 'Double Super Seal neck design features warm two-layer design and secure lockdown to keep water out.', ""Lumbar Seamless Design prevents chafing while you're seated."", 'UltraFlex and FluidFlex neoprene construction provides four-way stretch for ease of movement.', 'O’Neill recommends this wet suit for water temperatures ranging from 50°F to 68°F.', 'Imported.', 'Questions?', 'Chat with an Expert']",['287369'],Women's O'Neill Epic II 3/2 Wet Suit,https://www.llbean.com/llb/shop/80889?page=women-s-o-neill-epic-ii-3-2-wet-suit&bc=29-118-516655-506520&feat=506520-gn2&csp=f&attrvalue_0=black,Protective Clothing
['Deep Olive'],[],['Industry-leading Aerogel insulation and innovative construction allow us to make these super-warm winter boots 50% lighter than traditional pac boots.'],[],"['Order regular shoe size. For half sizes not offered, order up to next whole size.', 'Best fit with midweight socks.']","['Industry-leading Aerogel insulation and innovative construction allow us to make these super-warm winter boots 50% lighter than traditional pac boots.', 'Size & Fit', 'Order regular shoe size. For half sizes not offered, order up to next whole size.', 'Best fit with midweight socks.', 'Specs', 'Approx. weight: 1 lb. per pair.', 'Heel Height: 1"".', 'Back height: 11½"" unrolled, 10"" rolled.', 'Why We Love Them', ""These are proof that extra-warm pac boots don't have to be bulky and heavy. Athletic shoe-inspired construction for comfortable walks in winter conditions. An efficient, lightweight combination of Aerogel and Primaloft insulations provides toasty warmth without a lot of weight. And our exclusive TEK 2.5 waterproof membrane seals out all moisture."", 'Construction', 'Upper is made from lightweight but durable, wind- and water-resistant nylon.', 'EVA midsole provides athletic shoe cushioning and support.', 'Lightweight rubber outsole with aggressive ladder lugs for sure-footed traction.', 'TEK2.5 waterproof, breathable membrane keeps moisture out.', 'Aerofoam insole board provides extra warmth.', '200g Primaloft insulation for warmth.', 'Faux-fur fleece collar.', 'Lined with soft and cozy fleece.', 'Imported.', 'Questions?', 'Chat with an Expert']",['504630'],"Ultralight Waterproof Pac Boots, Tall",https://www.llbean.com/llb/shop/121249?page=ultralight-waterproof-pac-boots-tall&bc=32-516689-6715-502269&feat=502269-gn3&csp=s&attrvalue_0=deep%20olive,Boots
['Frost Gray'],[],"[""Our Comfort Fitness Walking Shoes are one of most comfortable and cushioned walking shoes we've ever built.""]",[],"['Order regular shoe size. For half sizes not offered, order up to next whole size.']","[""Our Comfort Fitness Walking Shoes are one of most comfortable and cushioned walking shoes we've ever built."", 'Size & Fit', 'Order regular shoe size. For half sizes not offered, order up to next whole size.', 'Construction', 'Upper is made from a combination of suede leather and breathable mesh.', 'Combination lacing system locks the foot comfortably in place.', 'Anatomically designed footbed for cushioning and comfort.', 'True Performance footbed with strategically placed cushioned pods and great arch support', 'Foam-padded collar and tongue for a snug, comfortable fit.', 'Lining with minimal seams for extra comfort.', 'EVA technology in the midsole for cushioning and stability.', 'Outsole walking technology is designed specifically to stabilize your foot throughout your stride.', 'VertiGrip rubber outsole provides excellent traction.', 'Imported.', 'Questions?', 'Chat with an Expert']",['505865'],"Men's Bean's Comfort Fitness Walking Shoes, Suede Mesh",https://www.llbean.com/llb/shop/122219?page=men-s-bean-s-comfort-fitness-walking-shoes-suede-mesh&bc=511742&feat=511742-gn0&csp=a&attrvalue_0=frost%20gray,Shoes
['Red'],[],"['This pair of water-resistant, remote-controlled heated insoles features thermal technology engineered to keep your feet warm, not hot, to avoid sweating and freezing.']",[],['Thickness at toe: 5 mm. Thickness at heel: 13 mm.'],"['This pair of water-resistant, remote-controlled heated insoles features thermal technology engineered to keep your feet warm, not hot, to avoid sweating and freezing.', 'Size & Fit', 'Thickness at toe: 5 mm. Thickness at heel: 13 mm.', 'Additional Features', 'Choose from three temps with remote control: High, Medium and No Heat for up to five hours/charge.', 'No Heat setting conserves battery life when active or indoors.', 'Comes with a drawstring bag, charger and wireless remote control with lanyard.', 'Imported.', 'Questions?', 'Chat with an Expert']",['285178'],Thermacell Heated Insoles,https://www.llbean.com/llb/shop/80185?page=thermacell-heated-insoles&bc=474-630&feat=630-gn1&csp=f&attrvalue_1=small&attrvalue_0=red,Footwear Accessories
"['Black Heather', 'Dark Olive']",[],['Our exclusive wool performance fabric makes these pants an ideal base layer for cool-weather sports.'],[],[],"['Our exclusive wool performance fabric makes these pants an ideal base layer for cool-weather sports.', 'Fabric & Care', '100% merino wool.', 'Machine wash, line dry.', 'Additional Features', 'Our exclusive wool performance fabric is an ideal base layer for cool-weather sports.', ""Made of itch-free 100% merino wool, nature's best insulator."", ""Fine-gauge knit with flat-lock seams that won't bind."", 'Gusseted for comfortable mobility.', 'Speeds moisture away from your body and traps heat so you stay warm and comfortable.', 'Provide more warmth for the weight and naturally resist odors for the lifetime of the fabric.', 'Imported.', 'Questions?', 'Chat with an Expert']",[],"Cresta Wool Midweight Base Layer, Pants",https://www.llbean.com/llb/shop/88448?page=cresta-wool-midweight-base-layer-pants&bc=515208&feat=515208-gn1&csp=a,Baselayers
['Mossy Oak Country'],[],"[""This camo quarter-zip hoodie is an extremely versatile mid layer that's great for all hunting seasons. It's made from warm, breathable fleece and features an innovative lightweight hood with a built-in face mask.""]",[],[],"[""This camo quarter-zip hoodie is an extremely versatile mid layer that's great for all hunting seasons. It's made from warm, breathable fleece and features an innovative lightweight hood with a built-in face mask."", 'Fabric & Care', '100% polyester.', 'Machine wash and dry.', 'Additional Features', 'An excellent layering piece for cold weather.', 'Wind-resistant hard-shell fleece is quiet and resists water, debris and snags.', 'Super-soft fleece interior is warm and can be worn over layers or next-to-skin.', 'Unique lightweight hood has a built in face mask for extra warmth and total concealment.', 'Built-in articulation allows excellent range of motion.', 'Quarter-length zipper allows for easy on/off and ventilation.', 'Single vertical upper chest storage pocket.', 'Thumbholes in cuff allow extra coverage; they stay closed when not in use.', ""Flat seams won't chafe or catch on under layers."", 'Imported.', 'Questions?', 'Chat with an Expert']",[],"Ridge Runner Midweight Quarter-Zip Hoodie, Camo",https://www.llbean.com/llb/shop/117856?page=ridge-runner-midweight-quarter-zip-hoodie-camo&bc=12-26-593&feat=593-gn1&csp=f&attrvalue_0=mossy%20oak%20country,Jackets
